event_id,event_title,event_sub_title,platform
KXNCAABBGAME-26MAR281300NEHHOP,northeastern vs hofstra,neh vs hop mar 28,kalshi
KXNCAABBGAME-26MAR281300TOLAKZ,toledo vs akron,tol vs akz mar 28,kalshi
KXNCAABBGAME-26MAR281300MSMSHP,mount st mary s vs sacred heart,msm vs shp mar 28,kalshi
KXNCAABBGAME-26MAR281300LALHCC,lafayette vs holy cross,lal vs hcc mar 28,kalshi
KXNCAABBGAME-26MAR281300NJITBRY,njit vs bryant,njit vs bry mar 28,kalshi
KXNCAABBGAME-26MAR281300YOUNOR,youngstown state vs northern kentucky,you vs nor mar 28,kalshi
KXATPCHALLENGERMATCH-26MAR28GOJFIC,gojo vs ficovich,gojo vs ficovich mar 28,kalshi
KXNBASTL-26MAR28UTAPHX,utah at phoenix steals,uta at phx mar 28,kalshi
KXCS2MAP-26MAR29QUAM1X-2,esl challenger league europe cup 3 2026 quazar vs m1x map 2,map 2 qua vs m1x mar 29,kalshi
KXCS2MAP-26MAR29QUAM1X-1,esl challenger league europe cup 3 2026 quazar vs m1x map 1,map 1 qua vs m1x mar 29,kalshi
KXCS2TOTALMAPS-26MAR29QUAM1X,esl challenger league europe cup 3 2026 quazar vs m1x total maps,total maps qua vs m1x mar 29,kalshi
KXMLBHIT-26MAR282110AZLAD,arizona vs los angeles d hits,az vs lad mar 28,kalshi
KXCS2GAME-26MAR29QUAM1X,quazar vs m1x,quazar vs m1x mar 29,kalshi
KXMLBHRR-26MAR282140CLESEA,cleveland vs seattle hits runs rbis,cle vs sea mar 28,kalshi
KXMLBTB-26MAR282140CLESEA,cleveland vs seattle total bases,cle vs sea mar 28,kalshi
KXMLBKS-26MAR282110AZLAD,arizona vs los angeles d strikeouts,az vs lad mar 28,kalshi
KXMLBHIT-26MAR282140CLESEA,cleveland vs seattle hits,cle vs sea mar 28,kalshi
KXMLBHR-26MAR282110AZLAD,arizona vs los angeles d home runs,az vs lad mar 28,kalshi
KXMLBHR-26MAR282140CLESEA,cleveland vs seattle home runs,cle vs sea mar 28,kalshi
KXCS2MAP-26MAR29EXSATR-2,esl challenger league europe cup 3 2026 exsad gaming vs atreides map 2,map 2 exs vs atr mar 29,kalshi
KXCS2MAP-26MAR30LILMIXHER-2,esl challenger league europe cup 3 2026 lilmix vs heroic academy map 2,map 2 lilmix vs her mar 30,kalshi
KXCS2MAP-26MAR29EXSATR-1,esl challenger league europe cup 3 2026 exsad gaming vs atreides map 1,map 1 exs vs atr mar 29,kalshi
KXCS2MAP-26MAR30LILMIXHER-1,esl challenger league europe cup 3 2026 lilmix vs heroic academy map 1,map 1 lilmix vs her mar 30,kalshi
KXCS2MAP-26MAR29TLRDON-2,esl challenger league europe cup 3 2026 the last resort vs donstu esports map 2,map 2 tlr vs don mar 29,kalshi
KXCS2MAP-26MAR29NMRUST-2,esl challenger league europe cup 3 2026 nigel mirage vs rustec map 2,map 2 nm vs rust mar 29,kalshi
KXCS2MAP-26MAR308SPGE-2,esl challenger league europe cup 3 2026 8sins vs pigeons map 2,map 2 8s vs pge mar 30,kalshi
KXCS2MAP-26MAR29TLRDON-1,esl challenger league europe cup 3 2026 the last resort vs donstu esports map 1,map 1 tlr vs don mar 29,kalshi
KXCS2MAP-26MAR29RTEXZ-2,esl challenger league europe cup 3 2026 rethink vs ex zero tenacity map 2,map 2 rt vs exz mar 29,kalshi
KXCS2MAP-26MAR29NMRUST-1,esl challenger league europe cup 3 2026 nigel mirage vs rustec map 1,map 1 nm vs rust mar 29,kalshi
KXCS2MAP-26MAR308SPGE-1,esl challenger league europe cup 3 2026 8sins vs pigeons map 1,map 1 8s vs pge mar 30,kalshi
KXCS2MAP-26MAR29RTEXZ-1,esl challenger league europe cup 3 2026 rethink vs ex zero tenacity map 1,map 1 rt vs exz mar 29,kalshi
KXCS2MAP-26MAR30CSDIILITELI-2,esl challenger league europe cup 3 2026 csdiilit vs elitenergy map 2,map 2 csdiilit vs eli mar 30,kalshi
KXCS2MAP-26MAR30CSDIILITELI-1,esl challenger league europe cup 3 2026 csdiilit vs elitenergy map 1,map 1 csdiilit vs eli mar 30,kalshi
KXCS2TOTALMAPS-26MAR29RTEXZ,esl challenger league europe cup 3 2026 rethink vs ex zero tenacity total maps,total maps rt vs exz mar 29,kalshi
KXCS2TOTALMAPS-26MAR29NMRUST,esl challenger league europe cup 3 2026 nigel mirage vs rustec total maps,total maps nm vs rust mar 29,kalshi
KXCS2TOTALMAPS-26MAR30CSDIILITELI,esl challenger league europe cup 3 2026 csdiilit vs elitenergy total maps,total maps csdiilit vs eli mar 30,kalshi
KXCS2TOTALMAPS-26MAR29TLRDON,esl challenger league europe cup 3 2026 the last resort vs donstu esports total maps,total maps tlr vs don mar 29,kalshi
KXCS2TOTALMAPS-26MAR30LILMIXHER,esl challenger league europe cup 3 2026 lilmix vs heroic academy total maps,total maps lilmix vs her mar 30,kalshi
KXCS2TOTALMAPS-26MAR308SPGE,esl challenger league europe cup 3 2026 8sins vs pigeons total maps,total maps 8s vs pge mar 30,kalshi
KXCS2TOTALMAPS-26MAR29EXSATR,esl challenger league europe cup 3 2026 exsad gaming vs atreides total maps,total maps exs vs atr mar 29,kalshi
KXCS2GAME-26MAR29NMRUST,nigel mirage vs rustec,nigel mirage vs rustec mar 29,kalshi
KXCS2GAME-26MAR29EXSATR,exsad gaming vs atreides,exsad gaming vs atreides mar 29,kalshi
KXCS2GAME-26MAR29TLRDON,the last resort vs donstu esports,the last resort vs donstu esports mar 29,kalshi
KXCS2GAME-26MAR308SPGE,8sins vs pigeons,8sins vs pigeons mar 30,kalshi
KXCS2GAME-26MAR30CSDIILITELI,csdiilit vs elitenergy,csdiilit vs elitenergy mar 30,kalshi
KXCS2GAME-26MAR30LILMIXHER,lilmix vs heroic academy,lilmix vs heroic academy mar 30,kalshi
KXCS2GAME-26MAR29RTEXZ,rethink vs ex zero tenacity,rethink vs ex zero tenacity mar 29,kalshi
KXNBATEAMTOTAL-26MAR29NYKOKC,new york at oklahoma city team totals,nyk vs okc mar 29,kalshi
KXNBATOTAL-26MAR29NYKOKC,new york at oklahoma city total points,nyk at okc mar 29,kalshi
KXNBASPREAD-26MAR29NYKOKC,new york at oklahoma city spread,nyk at okc mar 29,kalshi
KXNBASTL-26MAR28SASMIL,san antonio at milwaukee steals,sas at mil mar 28,kalshi
KXHIGHTOKC-26MAR29,highest temperature in oklahoma city on mar 29 2026,on mar 29 2026,kalshi
KXHIGHTSATX-26MAR29,highest temperature in san antonio on mar 29 2026,on mar 29 2026,kalshi
KXHIGHTLV-26MAR29,highest temperature in las vegas on mar 29 2026,on mar 29 2026,kalshi
KXHIGHTSEA-26MAR29,highest temperature in seattle on mar 29 2026,on mar 29 2026,kalshi
KXHIGHTATL-26MAR29,highest temperature in atlanta on mar 29 2026,on mar 29 2026,kalshi
KXHIGHTDAL-26MAR29,highest temperature in dallas on mar 29 2026,on mar 29 2026,kalshi
KXHIGHTBOS-26MAR29,highest temperature in boston on mar 29 2026,on mar 29 2026,kalshi
KXHIGHNY-26MAR29,highest temperature in nyc on mar 29 2026,on mar 29 2026,kalshi
KXHIGHPHIL-26MAR29,highest temperature in philadelphia on mar 29 2026,on mar 29 2026,kalshi
KXHIGHLAX-26MAR29,highest temperature in la on mar 29 2026,on mar 29 2026,kalshi
KXHIGHTMIN-26MAR29,highest temperature in minneapolis on mar 29 2026,on mar 29 2026,kalshi
KXHIGHTNOLA-26MAR29,highest temperature in new orleans on mar 29 2026,on mar 29 2026,kalshi
KXHIGHTHOU-26MAR29,highest temperature in houston on mar 29 2026,on mar 29 2026,kalshi
KXHIGHTDC-26MAR29,highest temperature in washington dc on mar 29 2026,on mar 29 2026,kalshi
KXHIGHMIA-26MAR29,highest temperature in miami on mar 29 2026,on mar 29 2026,kalshi
KXHIGHAUS-26MAR29,highest temperature in austin on mar 29 2026,on mar 29 2026,kalshi
KXHIGHTPHX-26MAR29,highest temperature in phoenix on mar 29 2026,on mar 29 2026,kalshi
KXHIGHTSFO-26MAR29,highest temperature in san francisco on mar 29 2026,on mar 29 2026,kalshi
KXHIGHCHI-26MAR29,highest temperature in chicago on mar 29 2026,on mar 29 2026,kalshi
KXHIGHDEN-26MAR29,highest temperature in denver on mar 29 2026,on mar 29 2026,kalshi
KXLOWTNYC-26MAR29,lowest temperature in new york city on mar 29 2026,on mar 29 2026,kalshi
KXLOWTMIA-26MAR29,lowest temperature in miami on mar 29 2026,on mar 29 2026,kalshi
KXLOWTPHIL-26MAR29,lowest temperature in philadelphia on mar 29 2026,on mar 29 2026,kalshi
KXLOWTLAX-26MAR29,lowest temperature in los angeles on mar 29 2026,on mar 29 2026,kalshi
KXLOWTAUS-26MAR29,lowest temperature in austin on mar 29 2026,on mar 29 2026,kalshi
KXLOWTDEN-26MAR29,lowest temperature in denver on mar 29 2026,on mar 29 2026,kalshi
KXLOWTCHI-26MAR29,lowest temperature in chicago on mar 29 2026,on mar 29 2026,kalshi
KXMLBKS-26MAR281507ATHTOR,a s vs toronto strikeouts,ath vs tor mar 28,kalshi
KXMLBKS-26MAR282140CLESEA,cleveland vs seattle strikeouts,cle vs sea mar 28,kalshi
KXNBAAST-26MAR28UTAPHX,utah at phoenix assists,uta at phx mar 28,kalshi
KXBTC-26MAR2917,bitcoin price range on mar 29 2026 at 5pm edt,on mar 29 2026 at 5pm edt,kalshi
KXSOLD-26MAR2917,sol price on mar 29 2026 at 5pm edt,on mar 29 2026 at 5pm edt,kalshi
KXSHIBAD-26MAR2917,shiba inu price on mar 29 2026 at 5pm edt,on mar 29 2026 at 5pm edt,kalshi
KXXRP-26MAR2917,ripple price range at mar 29 2026 at 5pm edt,on mar 29 2026 at 5pm edt,kalshi
